NAME_MAT_IRON;NGCLF_2H_AXE;Eisengroßaxt,2;Eisenenthaupter,1;Eisenkriegsaxt,2
NAME_MAT_STEEL;NGCLF_2H_AXE;Stahlgroßaxt,2;Stahlenthaupter,1;Stahlkriegsaxt,2
NAME_MAT_STEEL_ELVE;NGCLF_2H_AXE;Elfenstahlgroßaxt,2;Elfenstahlspalter,1;Elfenkriegsaxt,2
NAME_MAT_CERAMICS;NGCLF_2H_AXE;Scarthingroßaxt,2;Scarthingroßspalter,1;Scarthinkriegsaxt,2
NAME_MAT_COPPER;NGCLF_2H_AXE;Kupfergroßaxt,2;Kupfergroßspalter,1;Kupferkriegsaxt,2
NAME_MAT_IRON;NGCLF_2H_HAMMER;Eisengroßhammer,1;;Eisenkriegshammer,1
NAME_MAT_STEEL;NGCLF_2H_HAMMER;Stahlgroßhammer,1;;Stahlkriegshammer,1
NAME_MAT_STEEL_ELVE;NGCLF_2H_HAMMER;Elfengroßhammer,1;;Elfenkriegshammer,1
NAME_MAT_CERAMICS;NGCLF_2H_HAMMER;Scarthingroßhammer,1;;Scarthinkriegshammer,1
NAME_MAT_COPPER;NGCLF_2H_HAMMER;Kupfergroßhammer,1;;Kupferkriegshammer,1
NAME_MAT_IRON;NGCLF_2H_SWORD;Eisenbihänder,1;Eisengroßklinge,2;Eisenkriegsklinge,2
NAME_MAT_STEEL;NGCLF_2H_SWORD;Stahlbihänder,1;Stahlgroßklinge,2;Stahlkriegsklinge,2
NAME_MAT_STEEL_ELVE;NGCLF_2H_SWORD;Elfenstahlbihänder,1;Elfenstahlgroßklinge,2;Elfenstahlkriegsklinge,2
NAME_MAT_CERAMICS;NGCLF_2H_SWORD;Scarthinbihänder,1;Scarthingroßklinge,2;Scarthinkriegsklinge,2
NAME_MAT_COPPER;NGCLF_2H_SWORD;Kupferbihänder,1;Kupfergroßklinge,2;Kupferkriegsklinge,2
NAME_MAT_IRON;NGCLF_AXE;Eisenaxt,2;Eisenspalter,1;Eisenbeil,3
NAME_MAT_STEEL;NGCLF_AXE;Stahlaxt,2;Stahlspalter,1;Stahlbeil,3
NAME_MAT_STEEL_ELVE;NGCLF_AXE;Elfenstahlaxt,2;Elfenstahlspalter,1;Elfenstahlbeil,3
NAME_MAT_CERAMICS;NGCLF_AXE;Scarthinaxt,2;Scarthinspalter,1;Scarthinbeil,3
NAME_MAT_COPPER;NGCLF_AXE;Kupferaxt,2;Kupferspalter,1;Kupferbeil,3
NAME_MAT_IRON;NGCLF_BASTARDSWORD;Eisenbastardschwert,3;Eisenschlachtklinge,2;Eisenklinge,2
NAME_MAT_STEEL;NGCLF_BASTARDSWORD;Stahlbastardschwert,3;Stahlkriegsklinge,2;Stahlklinge,2
NAME_MAT_STEEL_ELVE;NGCLF_BASTARDSWORD;Elfenstahlbastardschwert,3;Elfenstahlklinge,2;Elfenstahlklinge,2
NAME_MAT_CERAMICS;NGCLF_BASTARDSWORD;Scarthinbastardschwert,3;Scarthinklinge,2;Scarthinklinge,2
NAME_MAT_COPPER;NGCLF_BASTARDSWORD;Kupferbastardschwert,3;Kupferklinge,2;Kupferklinge,2
NAME_MAT_CLOTH;NGCLF_BELT_LIGHT;Stoffschärpe,2;Stoffgürtel,1;Stoffgurt,1
NAME_MAT_CLOTH_ARCANE;NGCLF_BELT_LIGHT;Seidenschärpe,2;Seidengürtel,1;Seidenhüftgurt,1
NAME_MAT_LEATHER;NGCLF_BELT_LIGHT;Lederschärpe,2;Ledergürtel,1;Lederhüftgurt,1
NAME_MAT_LEATHER_REPTILE;NGCLF_BELT_LIGHT;Schuppenlederschärpe,2;Schuppenledergürtel,1;Schuppenlederhüftgurt,1
NAME_MAT_LEATHER_DRAGON;NGCLF_BELT_LIGHT;Drachenlederschärpe,2;Drachenledergürtel,1;Drachenlederhüftgurt,1
NAME_MAT_FUR;NGCLF_BELT_LIGHT;Fellschärpe,2;Fellgürtel,1;Fellhüftgurt,1
NAME_MAT_BONE;NGCLF_BELT_LIGHT;Knochenschärpe,2;Knochengürtel,1;Knochenhüftgurt,1
NAME_MAT_WOOD;NGCLF_BLOWGUN;Holzblasrohr,3;Holzblasrohr,3;
NAME_MAT_WOOD_MAGIC;NGCLF_BLOWGUN;Dryadenholzblasrohr,3;Dryadenholzblasrohr,3;
NAME_MAT_IRON;NGCLF_BOOT_HEAVY;Eisenplattenschuhe,2;Eisenplattenstiefel,2;Eisenstiefel,2
NAME_MAT_STEEL;NGCLF_BOOT_HEAVY;Stahlplattenschuhe,2;Stahlplattenstiefel,2;Stahlstiefel,2
NAME_MAT_STEEL_ELVE;NGCLF_BOOT_HEAVY;Elfenstahlplattenschuhe,2;Elfenstahlplattenstiefel,2;Elfenstahlstiefel,2
NAME_MAT_CERAMICS;NGCLF_BOOT_HEAVY;Scarthinplattenschuhe,2;Scarthinplattenstiefel,2;Scarthinstiefel,2
